,n_pref,n_items,relation,MSS,Time
255,6,5,LEX+,1,0.0946500301361084
256,6,5,LEX,3,0.09157872200012207
257,6,5,LEX+,3,0.0845334529876709
258,6,5,LEX,2,0.0493769645690918
259,6,5,LEX+,2,0.05205368995666504
260,6,5,LEX,5,0.16814064979553223
261,6,5,LEX+,5,0.1681077480316162
262,6,5,LEX,1,0.04529428482055664
263,6,5,LEX+,1,0.04261946678161621
264,6,5,LEX,1,0.24804234504699707
265,6,5,LEX+,1,0.2823622226715088
266,6,5,LEX,5,0.16646313667297363
267,6,5,LEX+,5,0.15349531173706055
268,6,5,LEX,1,0.03948497772216797
269,6,5,LEX+,1,0.039862632751464844
270,6,5,LEX,3,0.0564730167388916
271,6,5,LEX+,3,0.06236982345581055
272,6,5,LEX,5,0.34883999824523926
273,6,5,LEX+,5,0.33998918533325195
274,6,5,LEX,2,0.04709815979003906
275,6,5,LEX+,2,0.048238515853881836
276,6,5,LEX,1,0.06659412384033203
277,6,5,LEX+,1,0.06616711616516113
278,6,5,LEX,5,0.09613275527954102
279,6,5,LEX+,5,0.09639382362365723
280,10,5,LEX,1,0.19272661209106445
281,10,5,LEX+,1,0.11337804794311523
282,10,5,LEX,1,0.04912137985229492
283,10,5,LEX+,1,0.049304962158203125
284,10,5,LEX,2,0.06153273582458496
285,10,5,LEX+,2,0.06016039848327637
286,10,5,LEX,4,0.10910487174987793
287,10,5,LEX+,4,0.12256002426147461
288,10,5,LEX,2,0.1159510612487793
289,10,5,LEX+,2,0.07941174507141113
290,10,5,LEX,3,0.17330551147460938
291,10,5,LEX+,3,0.1680443286895752
292,10,5,LEX,2,0.07015156745910645
293,10,5,LEX+,2,0.07287788391113281
294,10,5,LEX,3,0.23680830001831055
295,10,5,LEX+,3,0.2283167839050293
296,10,5,LEX,2,0.06092381477355957
297,10,5,LEX+,2,0.05585074424743652
298,10,5,LEX,2,0.10308122634887695
299,10,5,LEX+,2,0.11020874977111816
300,10,5,LEX,9,0.12360405921936035
301,10,5,LEX+,3,0.0672292709350586
302,10,5,LEX,2,0.11687421798706055
303,10,5,LEX+,2,0.11855196952819824
304,10,5,LEX,2,0.09212064743041992
305,10,5,LEX+,2,0.08992433547973633
306,10,5,LEX,2,0.21381235122680664
307,10,5,LEX+,2,0.2129678726196289
308,10,5,LEX,2,0.6400456428527832
309,10,5,LEX+,2,0.5868501663208008
310,10,5,LEX,2,0.05467939376831055
311,10,5,LEX+,2,0.05499386787414551
312,10,5,LEX,3,0.20598101615905762
313,10,5,LEX+,3,0.19617223739624023
314,10,5,LEX,1,0.040817975997924805
315,10,5,LEX+,1,0.04027962684631348
316,10,5,LEX,3,0.09177017211914062
317,10,5,LEX+,3,0.08953642845153809
318,10,5,LEX,5,0.1057579517364502
319,10,5,LEX+,5,0.10703659057617188
320,10,5,LEX,2,0.643089771270752
321,10,5,LEX+,2,0.6484057903289795
322,10,5,LEX,2,0.3973708152770996
323,10,5,LEX+,2,0.4889240264892578
324,10,5,LEX,2,0.06419610977172852
325,10,5,LEX+,2,0.0638875961303711
326,10,5,LEX,4,0.13676023483276367
327,10,5,LEX+,4,0.14119625091552734
328,10,5,LEX,45,2.703559398651123
329,10,5,LEX+,18,2.3867201805114746
330,10,5,LEX,51,7.202197790145874
331,10,5,LEX+,15,3.88448166847229
332,10,5,LEX,2,0.43244123458862305
333,10,5,LEX+,2,0.41881394386291504
334,10,5,LEX,2,0.15099406242370605
335,10,5,LEX+,2,0.15805315971374512
336,10,5,LEX,3,0.09826874732971191
337,10,5,LEX+,3,0.10618782043457031
338,10,5,LEX,4,0.09587836265563965
339,10,5,LEX+,4,0.0840749740600586
340,10,5,LEX,4,0.1649150848388672
341,10,5,LEX+,4,0.18622136116027832
342,10,5,LEX,4,0.20717668533325195
343,10,5,LEX+,4,0.2135763168334961
344,10,5,LEX,3,0.058939218521118164
345,10,5,LEX+,3,0.0630345344543457
346,10,5,LEX,4,0.2561333179473877
347,10,5,LEX+,4,0.2584531307220459
348,10,5,LEX,2,0.4229767322540283
349,10,5,LEX+,2,0.41912055015563965
350,10,5,LEX,1,0.10499739646911621
351,10,5,LEX+,1,0.04254555702209473
352,10,5,LEX,2,0.7105662822723389
353,10,5,LEX+,2,0.6846160888671875
354,10,5,LEX,2,0.1680448055267334
355,10,5,LEX+,2,0.15543079376220703
356,10,5,LEX,2,0.11734223365783691
357,10,5,LEX+,2,0.1283714771270752
358,10,5,LEX,1,0.13963699340820312
359,10,5,LEX+,1,0.14251184463500977
360,10,5,LEX,2,0.06043410301208496
361,10,5,LEX+,2,0.059404850006103516
362,10,5,LEX,1,0.0414280891418457
363,10,5,LEX+,1,0.04290151596069336
364,10,5,LEX,3,0.17614102363586426
365,10,5,LEX+,3,0.17495441436767578
366,10,5,LEX,4,1.6870481967926025
367,10,5,LEX+,4,1.628955602645874
368,10,5,LEX,1,0.05910634994506836
369,10,5,LEX+,1,0.06428718566894531
370,10,5,LEX,1,0.14267301559448242
371,10,5,LEX+,1,0.1471099853515625
372,10,5,LEX,3,0.09845542907714844
373,10,5,LEX+,3,0.09392905235290527
374,10,5,LEX,1,0.09422945976257324
375,10,5,LEX+,1,0.09654927253723145
376,10,5,LEX,4,0.1556849479675293
377,10,5,LEX+,4,0.15325617790222168
378,10,5,LEX,1,0.04890155792236328
379,10,5,LEX+,1,0.04857659339904785
380,10,5,LEX,2,0.3896780014038086
381,10,5,LEX+,2,0.34781575202941895
382,10,5,LEX,2,0.7849619388580322
383,10,5,LEX+,2,0.6884653568267822
384,10,5,LEX,27,6.095390319824219
385,10,5,LEX+,6,2.9210798740386963
386,10,5,LEX,4,0.16623902320861816
387,10,5,LEX+,4,0.16362786293029785
388,10,5,LEX,1,0.05132722854614258
389,10,5,LEX+,1,0.05336642265319824
390,10,5,LEX,2,0.5946388244628906
391,10,5,LEX+,2,0.5366981029510498
392,10,5,LEX,2,0.11993861198425293
393,10,5,LEX+,2,0.11818957328796387
394,10,5,LEX,2,0.059647321701049805
395,10,5,LEX+,2,0.06601119041442871
396,10,5,LEX,1,0.052263736724853516
397,10,5,LEX+,1,0.05247926712036133
398,10,5,LEX,3,0.24302172660827637
399,10,5,LEX+,3,0.2413804531097412
400,10,5,LEX,3,0.27585935592651367
401,10,5,LEX+,3,0.2891573905944824
402,10,5,LEX,2,0.12726163864135742
403,10,5,LEX+,2,0.12682437896728516
404,10,5,LEX,1,0.09131836891174316
405,10,5,LEX+,1,0.10094571113586426
406,10,5,LEX,1,0.05973052978515625
407,10,5,LEX+,1,0.056790828704833984
408,10,5,LEX,1,1.485300064086914
409,10,5,LEX+,1,1.3377442359924316
410,10,5,LEX,3,1.186957597732544
411,10,5,LEX+,3,1.257993459701538
412,10,5,LEX,2,0.053915977478027344
413,10,5,LEX+,2,0.05521821975708008
414,10,5,LEX,2,0.1148386001586914
415,10,5,LEX+,2,0.1231086254119873
416,10,5,LEX,1,0.0561525821685791
417,10,5,LEX+,1,0.05096888542175293
418,10,5,LEX,3,0.16703462600708008
419,10,5,LEX+,3,0.16520214080810547
420,10,5,LEX,2,0.06396985054016113
421,10,5,LEX+,2,0.06374549865722656
422,10,5,LEX,4,0.10550165176391602
423,10,5,LEX+,4,0.13275837898254395
424,10,5,LEX,1,0.11158084869384766
425,10,5,LEX+,1,0.11264467239379883
426,10,5,LEX,3,0.5999071598052979
427,10,5,LEX+,3,0.5887598991394043
428,10,5,LEX,1,0.045830488204956055
429,10,5,LEX+,1,0.038881540298461914
430,10,5,LEX,2,0.16904282569885254
431,10,5,LEX+,2,0.164353609085083
432,10,5,LEX,2,0.1154942512512207
433,10,5,LEX+,2,0.13588809967041016
434,10,5,LEX,2,0.2098221778869629
435,10,5,LEX+,2,0.2734043598175049
436,10,5,LEX,2,0.26255035400390625
437,10,5,LEX+,2,0.2811124324798584
438,10,5,LEX,1,0.26336669921875
439,10,5,LEX+,1,0.30023741722106934
440,10,5,LEX,2,0.11202239990234375
441,10,5,LEX+,2,0.1195516586303711
442,10,5,LEX,1,0.35086917877197266
443,10,5,LEX+,1,0.3239865303039551
444,10,5,LEX,3,0.19047999382019043
445,10,5,LEX+,3,0.16744303703308105
446,10,5,LEX,2,0.050840139389038086
447,10,5,LEX+,2,0.04860663414001465
448,10,5,LEX,1,0.16092777252197266
449,10,5,LEX+,1,0.19919872283935547
450,10,5,LEX,3,2.042691230773926
451,10,5,LEX+,3,2.0029687881469727
452,10,5,LEX,37,2.3224871158599854
453,10,5,LEX+,10,1.1672651767730713
454,10,5,LEX,2,0.1783275604248047
455,10,5,LEX+,2,0.23750591278076172
456,10,5,LEX,5,0.16529250144958496
457,10,5,LEX+,5,0.16474366188049316
458,10,5,LEX,2,0.06307697296142578
459,10,5,LEX+,2,0.0625143051147461
460,10,5,LEX,1,0.2308669090270996
461,10,5,LEX+,1,0.2930316925048828
462,10,5,LEX,3,0.10929751396179199
463,10,5,LEX+,3,0.1035010814666748
464,10,5,LEX,2,0.0653083324432373
465,10,5,LEX+,2,0.06331706047058105
466,10,5,LEX,2,0.06052708625793457
467,10,5,LEX+,2,0.060930490493774414
468,10,5,LEX,3,0.31851887702941895
469,10,5,LEX+,3,0.343794584274292
470,10,5,LEX,1,0.04964852333068848
471,10,5,LEX+,1,0.05537843704223633
472,10,5,LEX,3,0.3123900890350342
473,10,5,LEX+,3,0.310957670211792
474,10,5,LEX,3,0.1971726417541504
475,10,5,LEX+,3,0.18617796897888184
476,10,5,LEX,1,0.15847992897033691
477,10,5,LEX+,1,0.16061139106750488
478,10,5,LEX,1,0.16242265701293945
479,10,5,LEX+,1,0.16006875038146973
480,10,5,LEX,1,0.050332069396972656
481,10,5,LEX+,1,0.053079843521118164
482,10,5,LEX,1,0.06106853485107422
483,10,5,LEX+,1,0.06717109680175781
484,10,5,LEX,1,0.17499399185180664
485,10,5,LEX+,1,0.18043112754821777
486,10,5,LEX,3,0.12787532806396484
487,10,5,LEX+,3,0.19169855117797852
488,10,5,LEX,2,0.070404052734375
489,10,5,LEX+,2,0.06019997596740723
490,10,5,LEX,3,0.20722651481628418
491,10,5,LEX+,3,0.20733642578125
492,10,5,LEX,1,0.04557204246520996
493,10,5,LEX+,1,0.04942178726196289
494,10,5,LEX,2,0.5194079875946045
495,10,5,LEX+,2,0.5258519649505615
496,10,5,LEX,1,0.04984092712402344
497,10,5,LEX+,1,0.05202126502990723
498,10,5,LEX,3,0.09153628349304199
499,10,5,LEX+,3,0.08762240409851074
500,10,5,LEX,3,0.28223156929016113
501,10,5,LEX+,3,0.2832024097442627
502,10,5,LEX,1,0.044367313385009766
503,10,5,LEX+,1,0.04028606414794922
